"date","health_board","lockdown_status","hosp_type","covid_status","count"
2020-10-09,"Powys Teaching Health Board","Firebreak lockdown","All",NA,150
2020-10-09,"Powys Teaching Health Board","Firebreak lockdown","C19","All",4
2020-10-09,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-10-09,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",1
2020-10-09,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",3
2020-10-09,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,146
2020-10-10,"Powys Teaching Health Board","Firebreak lockdown","All",NA,151
2020-10-10,"Powys Teaching Health Board","Firebreak lockdown","C19","All",1
2020-10-10,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-10-10,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",1
2020-10-10,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",0
2020-10-10,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,150
2020-10-11,"Powys Teaching Health Board","Firebreak lockdown","All",NA,154
2020-10-11,"Powys Teaching Health Board","Firebreak lockdown","C19","All",3
2020-10-11,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-10-11,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",1
2020-10-11,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",2
2020-10-11,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,151
2020-10-12,"Powys Teaching Health Board","Firebreak lockdown","All",NA,154
2020-10-12,"Powys Teaching Health Board","Firebreak lockdown","C19","All",3
2020-10-12,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-10-12,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",1
2020-10-12,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",2
2020-10-12,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,151
2020-10-13,"Powys Teaching Health Board","Firebreak lockdown","All",NA,152
2020-10-13,"Powys Teaching Health Board","Firebreak lockdown","C19","All",3
2020-10-13,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-10-13,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",1
2020-10-13,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",2
2020-10-13,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,149
2020-10-14,"Powys Teaching Health Board","Firebreak lockdown","All",NA,154
2020-10-14,"Powys Teaching Health Board","Firebreak lockdown","C19","All",2
2020-10-14,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-10-14,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",1
2020-10-14,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",1
2020-10-14,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,152
2020-10-15,"Powys Teaching Health Board","Firebreak lockdown","All",NA,152
2020-10-15,"Powys Teaching Health Board","Firebreak lockdown","C19","All",2
2020-10-15,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-10-15,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",1
2020-10-15,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",1
2020-10-15,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,150
2020-10-16,"Powys Teaching Health Board","Firebreak lockdown","All",NA,151
2020-10-16,"Powys Teaching Health Board","Firebreak lockdown","C19","All",0
2020-10-16,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-10-16,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-16,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",0
2020-10-16,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,151
2020-10-17,"Powys Teaching Health Board","Firebreak lockdown","All",NA,147
2020-10-17,"Powys Teaching Health Board","Firebreak lockdown","C19","All",1
2020-10-17,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-10-17,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-17,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",1
2020-10-17,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,146
2020-10-18,"Powys Teaching Health Board","Firebreak lockdown","All",NA,146
2020-10-18,"Powys Teaching Health Board","Firebreak lockdown","C19","All",1
2020-10-18,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-10-18,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-18,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",1
2020-10-18,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,145
2020-10-19,"Powys Teaching Health Board","Firebreak lockdown","All",NA,144
2020-10-19,"Powys Teaching Health Board","Firebreak lockdown","C19","All",1
2020-10-19,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-10-19,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-19,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",1
2020-10-19,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,143
2020-10-20,"Powys Teaching Health Board","Firebreak lockdown","All",NA,147
2020-10-20,"Powys Teaching Health Board","Firebreak lockdown","C19","All",2
2020-10-20,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",1
2020-10-20,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-20,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",1
2020-10-20,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,145
2020-10-21,"Powys Teaching Health Board","Firebreak lockdown","All",NA,145
2020-10-21,"Powys Teaching Health Board","Firebreak lockdown","C19","All",2
2020-10-21,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",1
2020-10-21,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-21,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",1
2020-10-21,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,143
2020-10-22,"Powys Teaching Health Board","Firebreak lockdown","All",NA,148
2020-10-22,"Powys Teaching Health Board","Firebreak lockdown","C19","All",2
2020-10-22,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",1
2020-10-22,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-22,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",1
2020-10-22,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,146
2020-10-23,"Powys Teaching Health Board","Firebreak lockdown","All",NA,153
2020-10-23,"Powys Teaching Health Board","Firebreak lockdown","C19","All",4
2020-10-23,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",1
2020-10-23,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-23,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",3
2020-10-23,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,149
2020-10-24,"Powys Teaching Health Board","Firebreak lockdown","All",NA,153
2020-10-24,"Powys Teaching Health Board","Firebreak lockdown","C19","All",4
2020-10-24,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",1
2020-10-24,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-24,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",3
2020-10-24,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,149
2020-10-25,"Powys Teaching Health Board","Firebreak lockdown","All",NA,152
2020-10-25,"Powys Teaching Health Board","Firebreak lockdown","C19","All",5
2020-10-25,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",1
2020-10-25,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-25,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",4
2020-10-25,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,147
2020-10-26,"Powys Teaching Health Board","Firebreak lockdown","All",NA,152
2020-10-26,"Powys Teaching Health Board","Firebreak lockdown","C19","All",5
2020-10-26,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",1
2020-10-26,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-26,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",4
2020-10-26,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,147
2020-10-27,"Powys Teaching Health Board","Firebreak lockdown","All",NA,149
2020-10-27,"Powys Teaching Health Board","Firebreak lockdown","C19","All",3
2020-10-27,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",1
2020-10-27,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-27,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",2
2020-10-27,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,146
2020-10-28,"Powys Teaching Health Board","Firebreak lockdown","All",NA,149
2020-10-28,"Powys Teaching Health Board","Firebreak lockdown","C19","All",2
2020-10-28,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",1
2020-10-28,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-28,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",1
2020-10-28,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,147
2020-10-29,"Powys Teaching Health Board","Firebreak lockdown","All",NA,147
2020-10-29,"Powys Teaching Health Board","Firebreak lockdown","C19","All",2
2020-10-29,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",1
2020-10-29,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-29,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",1
2020-10-29,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,145
2020-10-30,"Powys Teaching Health Board","Firebreak lockdown","All",NA,141
2020-10-30,"Powys Teaching Health Board","Firebreak lockdown","C19","All",0
2020-10-30,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-10-30,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-30,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",0
2020-10-30,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,141
2020-10-31,"Powys Teaching Health Board","Firebreak lockdown","All",NA,143
2020-10-31,"Powys Teaching Health Board","Firebreak lockdown","C19","All",0
2020-10-31,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-10-31,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-10-31,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",0
2020-10-31,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,143
2020-11-01,"Powys Teaching Health Board","Firebreak lockdown","All",NA,145
2020-11-01,"Powys Teaching Health Board","Firebreak lockdown","C19","All",0
2020-11-01,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-11-01,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-11-01,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",0
2020-11-01,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,145
2020-11-02,"Powys Teaching Health Board","Firebreak lockdown","All",NA,146
2020-11-02,"Powys Teaching Health Board","Firebreak lockdown","C19","All",0
2020-11-02,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-11-02,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-11-02,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",0
2020-11-02,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,146
2020-11-03,"Powys Teaching Health Board","Firebreak lockdown","All",NA,143
2020-11-03,"Powys Teaching Health Board","Firebreak lockdown","C19","All",2
2020-11-03,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",0
2020-11-03,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-11-03,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",2
2020-11-03,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,141
2020-11-04,"Powys Teaching Health Board","Firebreak lockdown","All",NA,144
2020-11-04,"Powys Teaching Health Board","Firebreak lockdown","C19","All",2
2020-11-04,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",1
2020-11-04,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-11-04,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",1
2020-11-04,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,142
2020-11-05,"Powys Teaching Health Board","Firebreak lockdown","All",NA,148
2020-11-05,"Powys Teaching Health Board","Firebreak lockdown","C19","All",2
2020-11-05,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",1
2020-11-05,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-11-05,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",1
2020-11-05,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,146
2020-11-06,"Powys Teaching Health Board","Firebreak lockdown","All",NA,139
2020-11-06,"Powys Teaching Health Board","Firebreak lockdown","C19","All",5
2020-11-06,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",4
2020-11-06,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-11-06,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",1
2020-11-06,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,134
2020-11-07,"Powys Teaching Health Board","Firebreak lockdown","All",NA,143
2020-11-07,"Powys Teaching Health Board","Firebreak lockdown","C19","All",6
2020-11-07,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",3
2020-11-07,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-11-07,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",3
2020-11-07,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,137
2020-11-08,"Powys Teaching Health Board","Firebreak lockdown","All",NA,142
2020-11-08,"Powys Teaching Health Board","Firebreak lockdown","C19","All",7
2020-11-08,"Powys Teaching Health Board","Firebreak lockdown","C19_Con","Confirmed",3
2020-11-08,"Powys Teaching Health Board","Firebreak lockdown","C19_Rec","Recovering",0
2020-11-08,"Powys Teaching Health Board","Firebreak lockdown","C19_Sus","Suspected",4
2020-11-08,"Powys Teaching Health Board","Firebreak lockdown","NonC19",NA,135
2020-11-09,"Powys Teaching Health Board","Post-firebreak","All",NA,142
2020-11-09,"Powys Teaching Health Board","Post-firebreak","C19","All",8
2020-11-09,"Powys Teaching Health Board","Post-firebreak","C19_Con","Confirmed",4
2020-11-09,"Powys Teaching Health Board","Post-firebreak","C19_Rec","Recovering",0
2020-11-09,"Powys Teaching Health Board","Post-firebreak","C19_Sus","Suspected",4
2020-11-09,"Powys Teaching Health Board","Post-firebreak","NonC19",NA,134
2020-11-10,"Powys Teaching Health Board","Post-firebreak","All",NA,146
2020-11-10,"Powys Teaching Health Board","Post-firebreak","C19","All",7
2020-11-10,"Powys Teaching Health Board","Post-firebreak","C19_Con","Confirmed",4
2020-11-10,"Powys Teaching Health Board","Post-firebreak","C19_Rec","Recovering",0
2020-11-10,"Powys Teaching Health Board","Post-firebreak","C19_Sus","Suspected",3
2020-11-10,"Powys Teaching Health Board","Post-firebreak","NonC19",NA,139
2020-11-11,"Powys Teaching Health Board","Post-firebreak","All",NA,146
2020-11-11,"Powys Teaching Health Board","Post-firebreak","C19","All",6
2020-11-11,"Powys Teaching Health Board","Post-firebreak","C19_Con","Confirmed",4
2020-11-11,"Powys Teaching Health Board","Post-firebreak","C19_Rec","Recovering",0
2020-11-11,"Powys Teaching Health Board","Post-firebreak","C19_Sus","Suspected",2
2020-11-11,"Powys Teaching Health Board","Post-firebreak","NonC19",NA,140
2020-11-12,"Powys Teaching Health Board","Post-firebreak","All",NA,146
2020-11-12,"Powys Teaching Health Board","Post-firebreak","C19","All",6
2020-11-12,"Powys Teaching Health Board","Post-firebreak","C19_Con","Confirmed",5
2020-11-12,"Powys Teaching Health Board","Post-firebreak","C19_Rec","Recovering",0
2020-11-12,"Powys Teaching Health Board","Post-firebreak","C19_Sus","Suspected",1
2020-11-12,"Powys Teaching Health Board","Post-firebreak","NonC19",NA,140
2020-11-13,"Powys Teaching Health Board","Post-firebreak","All",NA,129
2020-11-13,"Powys Teaching Health Board","Post-firebreak","C19","All",8
2020-11-13,"Powys Teaching Health Board","Post-firebreak","C19_Con","Confirmed",7
2020-11-13,"Powys Teaching Health Board","Post-firebreak","C19_Rec","Recovering",0
2020-11-13,"Powys Teaching Health Board","Post-firebreak","C19_Sus","Suspected",1
2020-11-13,"Powys Teaching Health Board","Post-firebreak","NonC19",NA,121
2020-11-14,"Powys Teaching Health Board","Post-firebreak","All",NA,129
2020-11-14,"Powys Teaching Health Board","Post-firebreak","C19","All",12
2020-11-14,"Powys Teaching Health Board","Post-firebreak","C19_Con","Confirmed",9
2020-11-14,"Powys Teaching Health Board","Post-firebreak","C19_Rec","Recovering",0
2020-11-14,"Powys Teaching Health Board","Post-firebreak","C19_Sus","Suspected",3
2020-11-14,"Powys Teaching Health Board","Post-firebreak","NonC19",NA,117
2020-11-15,"Powys Teaching Health Board","Post-firebreak","All",NA,130
2020-11-15,"Powys Teaching Health Board","Post-firebreak","C19","All",15
2020-11-15,"Powys Teaching Health Board","Post-firebreak","C19_Con","Confirmed",9
2020-11-15,"Powys Teaching Health Board","Post-firebreak","C19_Rec","Recovering",0
2020-11-15,"Powys Teaching Health Board","Post-firebreak","C19_Sus","Suspected",6
2020-11-15,"Powys Teaching Health Board","Post-firebreak","NonC19",NA,115
2020-11-16,"Powys Teaching Health Board","Post-firebreak","All",NA,131
2020-11-16,"Powys Teaching Health Board","Post-firebreak","C19","All",14
2020-11-16,"Powys Teaching Health Board","Post-firebreak","C19_Con","Confirmed",11
2020-11-16,"Powys Teaching Health Board","Post-firebreak","C19_Rec","Recovering",0
2020-11-16,"Powys Teaching Health Board","Post-firebreak","C19_Sus","Suspected",3
2020-11-16,"Powys Teaching Health Board","Post-firebreak","NonC19",NA,117
2020-11-17,"Powys Teaching Health Board","Post-firebreak","All",NA,126
2020-11-17,"Powys Teaching Health Board","Post-firebreak","C19","All",15
2020-11-17,"Powys Teaching Health Board","Post-firebreak","C19_Con","Confirmed",11
2020-11-17,"Powys Teaching Health Board","Post-firebreak","C19_Rec","Recovering",0
2020-11-17,"Powys Teaching Health Board","Post-firebreak","C19_Sus","Suspected",4
2020-11-17,"Powys Teaching Health Board","Post-firebreak","NonC19",NA,111
2020-11-18,"Powys Teaching Health Board","Post-firebreak","All",NA,126
2020-11-18,"Powys Teaching Health Board","Post-firebreak","C19","All",15
2020-11-18,"Powys Teaching Health Board","Post-firebreak","C19_Con","Confirmed",14
2020-11-18,"Powys Teaching Health Board","Post-firebreak","C19_Rec","Recovering",0
2020-11-18,"Powys Teaching Health Board","Post-firebreak","C19_Sus","Suspected",1
2020-11-18,"Powys Teaching Health Board","Post-firebreak","NonC19",NA,111
2020-11-19,"Powys Teaching Health Board","Post-firebreak","All",NA,128
2020-11-19,"Powys Teaching Health Board","Post-firebreak","C19","All",20
2020-11-19,"Powys Teaching Health Board","Post-firebreak","C19_Con","Confirmed",17
2020-11-19,"Powys Teaching Health Board","Post-firebreak","C19_Rec","Recovering",0
2020-11-19,"Powys Teaching Health Board","Post-firebreak","C19_Sus","Suspected",3
2020-11-19,"Powys Teaching Health Board","Post-firebreak","NonC19",NA,108
2020-04-01,"Velindre University NHS Trust","Firebreak lockdown","All",NA,12
2020-04-01,"Velindre University NHS Trust","Firebreak lockdown","C19","All",11
2020-04-01,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",8
2020-04-01,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",3
2020-04-01,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,1
2020-04-02,"Velindre University NHS Trust","Firebreak lockdown","All",NA,11
2020-04-02,"Velindre University NHS Trust","Firebreak lockdown","C19","All",11
2020-04-02,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",10
2020-04-02,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-04-02,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,0
2020-04-03,"Velindre University NHS Trust","Firebreak lockdown","All",NA,13
2020-04-03,"Velindre University NHS Trust","Firebreak lockdown","C19","All",12
2020-04-03,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",10
2020-04-03,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",2
2020-04-03,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,1
2020-04-04,"Velindre University NHS Trust","Firebreak lockdown","All",NA,12
2020-04-04,"Velindre University NHS Trust","Firebreak lockdown","C19","All",8
2020-04-04,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",8
2020-04-04,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",0
2020-04-04,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,4
2020-04-05,"Velindre University NHS Trust","Firebreak lockdown","All",NA,15
2020-04-05,"Velindre University NHS Trust","Firebreak lockdown","C19","All",6
2020-04-05,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",6
2020-04-05,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",0
2020-04-05,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,9
2020-04-06,"Velindre University NHS Trust","Firebreak lockdown","All",NA,12
2020-04-06,"Velindre University NHS Trust","Firebreak lockdown","C19","All",7
2020-04-06,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",7
2020-04-06,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",0
2020-04-06,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,5
2020-04-07,"Velindre University NHS Trust","Firebreak lockdown","All",NA,13
2020-04-07,"Velindre University NHS Trust","Firebreak lockdown","C19","All",7
2020-04-07,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",7
2020-04-07,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",0
2020-04-07,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,6
2020-04-08,"Velindre University NHS Trust","Firebreak lockdown","All",NA,14
2020-04-08,"Velindre University NHS Trust","Firebreak lockdown","C19","All",7
2020-04-08,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",6
2020-04-08,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-04-08,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,7
2020-04-09,"Velindre University NHS Trust","Firebreak lockdown","All",NA,11
2020-04-09,"Velindre University NHS Trust","Firebreak lockdown","C19","All",6
2020-04-09,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",5
2020-04-09,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-04-09,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,5
2020-04-10,"Velindre University NHS Trust","Firebreak lockdown","All",NA,8
2020-04-10,"Velindre University NHS Trust","Firebreak lockdown","C19","All",3
2020-04-10,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",3
2020-04-10,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",0
2020-04-10,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,5
2020-04-11,"Velindre University NHS Trust","Firebreak lockdown","All",NA,12
2020-04-11,"Velindre University NHS Trust","Firebreak lockdown","C19","All",4
2020-04-11,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",3
2020-04-11,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-04-11,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,8
2020-04-12,"Velindre University NHS Trust","Firebreak lockdown","All",NA,8
2020-04-12,"Velindre University NHS Trust","Firebreak lockdown","C19","All",4
2020-04-12,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",3
2020-04-12,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-04-12,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,4
2020-04-13,"Velindre University NHS Trust","Firebreak lockdown","All",NA,9
2020-04-13,"Velindre University NHS Trust","Firebreak lockdown","C19","All",3
2020-04-13,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",3
2020-04-13,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",0
2020-04-13,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,6
2020-04-14,"Velindre University NHS Trust","Firebreak lockdown","All",NA,6
2020-04-14,"Velindre University NHS Trust","Firebreak lockdown","C19","All",4
2020-04-14,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",3
2020-04-14,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-04-14,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,2
2020-04-15,"Velindre University NHS Trust","Firebreak lockdown","All",NA,12
2020-04-15,"Velindre University NHS Trust","Firebreak lockdown","C19","All",5
2020-04-15,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",2
2020-04-15,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",3
2020-04-15,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,7
2020-04-16,"Velindre University NHS Trust","Firebreak lockdown","All",NA,17
2020-04-16,"Velindre University NHS Trust","Firebreak lockdown","C19","All",7
2020-04-16,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",4
2020-04-16,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",3
2020-04-16,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,10
2020-04-17,"Velindre University NHS Trust","Firebreak lockdown","All",NA,17
2020-04-17,"Velindre University NHS Trust","Firebreak lockdown","C19","All",4
2020-04-17,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",3
2020-04-17,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-04-17,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,13
2020-04-18,"Velindre University NHS Trust","Firebreak lockdown","All",NA,13
2020-04-18,"Velindre University NHS Trust","Firebreak lockdown","C19","All",3
2020-04-18,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",3
2020-04-18,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",0
2020-04-18,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,10
2020-04-19,"Velindre University NHS Trust","Firebreak lockdown","All",NA,9
2020-04-19,"Velindre University NHS Trust","Firebreak lockdown","C19","All",2
2020-04-19,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",2
