"date","health_board","admission_type","count"
2020-09-14,"Cwm Taf University Health Board","C19",15
2020-09-14,"Cwm Taf University Health Board","NonC19",89
2020-09-14,"Cwm Taf University Health Board","All",104
2020-09-14,"Aneurin Bevan University Health Board","C19",8
2020-09-14,"Aneurin Bevan University Health Board","NonC19",158
2020-09-14,"Aneurin Bevan University Health Board","All",166
2020-09-14,"Powys Teaching Health Board","C19",0
2020-09-14,"Powys Teaching Health Board","NonC19",0
2020-09-14,"Powys Teaching Health Board","All",0
2020-09-14,"Velindre University NHS Trust","C19",0
2020-09-14,"Velindre University NHS Trust","NonC19",2
2020-09-14,"Velindre University NHS Trust","All",2
2020-09-14,"Wales","C19",59
2020-09-14,"Wales","NonC19",597
2020-09-14,"Wales","All",656
2020-09-15,"Betsi Cadwaladr University Health Board","C19",3
2020-09-15,"Betsi Cadwaladr University Health Board","NonC19",237
2020-09-15,"Betsi Cadwaladr University Health Board","All",240
2020-09-15,"Hywel Dda University Health Board","C19",9
2020-09-15,"Hywel Dda University Health Board","NonC19",102
2020-09-15,"Hywel Dda University Health Board","All",111
2020-09-15,"Abertawe Bro Morgannwg University Health Board","C19",3
2020-09-15,"Abertawe Bro Morgannwg University Health Board","NonC19",73
2020-09-15,"Abertawe Bro Morgannwg University Health Board","All",76
2020-09-15,"Cardiff and Vale University Health Board","C19",14
2020-09-15,"Cardiff and Vale University Health Board","NonC19",265
2020-09-15,"Cardiff and Vale University Health Board","All",279
2020-09-15,"Cwm Taf University Health Board","C19",18
2020-09-15,"Cwm Taf University Health Board","NonC19",144
2020-09-15,"Cwm Taf University Health Board","All",162
2020-09-15,"Aneurin Bevan University Health Board","C19",6
2020-09-15,"Aneurin Bevan University Health Board","NonC19",285
2020-09-15,"Aneurin Bevan University Health Board","All",291
2020-09-15,"Powys Teaching Health Board","C19",0
2020-09-15,"Powys Teaching Health Board","NonC19",5
2020-09-15,"Powys Teaching Health Board","All",5
2020-09-15,"Velindre University NHS Trust","C19",0
2020-09-15,"Velindre University NHS Trust","NonC19",5
2020-09-15,"Velindre University NHS Trust","All",5
2020-09-15,"Wales","C19",53
2020-09-15,"Wales","NonC19",1116
2020-09-15,"Wales","All",1169
2020-09-16,"Betsi Cadwaladr University Health Board","C19",19
2020-09-16,"Betsi Cadwaladr University Health Board","NonC19",236
2020-09-16,"Betsi Cadwaladr University Health Board","All",255
2020-09-16,"Hywel Dda University Health Board","C19",6
2020-09-16,"Hywel Dda University Health Board","NonC19",100
2020-09-16,"Hywel Dda University Health Board","All",106
2020-09-16,"Abertawe Bro Morgannwg University Health Board","C19",3
2020-09-16,"Abertawe Bro Morgannwg University Health Board","NonC19",51
2020-09-16,"Abertawe Bro Morgannwg University Health Board","All",54
2020-09-16,"Cardiff and Vale University Health Board","C19",16
2020-09-16,"Cardiff and Vale University Health Board","NonC19",277
2020-09-16,"Cardiff and Vale University Health Board","All",293
2020-09-16,"Cwm Taf University Health Board","C19",14
2020-09-16,"Cwm Taf University Health Board","NonC19",112
2020-09-16,"Cwm Taf University Health Board","All",126
2020-09-16,"Aneurin Bevan University Health Board","C19",7
2020-09-16,"Aneurin Bevan University Health Board","NonC19",318
2020-09-16,"Aneurin Bevan University Health Board","All",325
2020-09-16,"Powys Teaching Health Board","C19",0
2020-09-16,"Powys Teaching Health Board","NonC19",3
2020-09-16,"Powys Teaching Health Board","All",3
2020-09-16,"Velindre University NHS Trust","C19",0
2020-09-16,"Velindre University NHS Trust","NonC19",3
2020-09-16,"Velindre University NHS Trust","All",3
2020-09-16,"Wales","C19",65
2020-09-16,"Wales","NonC19",1100
2020-09-16,"Wales","All",1165
2020-09-17,"Betsi Cadwaladr University Health Board","C19",3
2020-09-17,"Betsi Cadwaladr University Health Board","NonC19",244
2020-09-17,"Betsi Cadwaladr University Health Board","All",247
2020-09-17,"Hywel Dda University Health Board","C19",3
2020-09-17,"Hywel Dda University Health Board","NonC19",105
2020-09-17,"Hywel Dda University Health Board","All",108
2020-09-17,"Abertawe Bro Morgannwg University Health Board","C19",1
2020-09-17,"Abertawe Bro Morgannwg University Health Board","NonC19",77
2020-09-17,"Abertawe Bro Morgannwg University Health Board","All",78
2020-09-17,"Cardiff and Vale University Health Board","C19",14
2020-09-17,"Cardiff and Vale University Health Board","NonC19",275
2020-09-17,"Cardiff and Vale University Health Board","All",289
2020-09-17,"Cwm Taf University Health Board","C19",14
2020-09-17,"Cwm Taf University Health Board","NonC19",118
2020-09-17,"Cwm Taf University Health Board","All",132
2020-09-17,"Aneurin Bevan University Health Board","C19",7
2020-09-17,"Aneurin Bevan University Health Board","NonC19",339
2020-09-17,"Aneurin Bevan University Health Board","All",346
2020-09-17,"Powys Teaching Health Board","C19",0
2020-09-17,"Powys Teaching Health Board","NonC19",2
2020-09-17,"Powys Teaching Health Board","All",2
2020-09-17,"Velindre University NHS Trust","C19",0
2020-09-17,"Velindre University NHS Trust","NonC19",7
2020-09-17,"Velindre University NHS Trust","All",7
2020-09-17,"Wales","C19",42
2020-09-17,"Wales","NonC19",1167
2020-09-17,"Wales","All",1209
2020-09-18,"Betsi Cadwaladr University Health Board","C19",5
2020-09-18,"Betsi Cadwaladr University Health Board","NonC19",208
2020-09-18,"Betsi Cadwaladr University Health Board","All",213
2020-09-18,"Hywel Dda University Health Board","C19",6
2020-09-18,"Hywel Dda University Health Board","NonC19",126
2020-09-18,"Hywel Dda University Health Board","All",132
2020-09-18,"Abertawe Bro Morgannwg University Health Board","C19",3
2020-09-18,"Abertawe Bro Morgannwg University Health Board","NonC19",78
2020-09-18,"Abertawe Bro Morgannwg University Health Board","All",81
2020-09-18,"Cardiff and Vale University Health Board","C19",13
2020-09-18,"Cardiff and Vale University Health Board","NonC19",233
2020-09-18,"Cardiff and Vale University Health Board","All",246
2020-09-18,"Cwm Taf University Health Board","C19",4
2020-09-18,"Cwm Taf University Health Board","NonC19",119
2020-09-18,"Cwm Taf University Health Board","All",123
2020-09-18,"Aneurin Bevan University Health Board","C19",10
2020-09-18,"Aneurin Bevan University Health Board","NonC19",278
2020-09-18,"Aneurin Bevan University Health Board","All",288
2020-09-18,"Powys Teaching Health Board","C19",0
2020-09-18,"Powys Teaching Health Board","NonC19",6
2020-09-18,"Powys Teaching Health Board","All",6
2020-09-18,"Velindre University NHS Trust","C19",0
2020-09-18,"Velindre University NHS Trust","NonC19",2
2020-09-18,"Velindre University NHS Trust","All",2
2020-09-18,"Wales","C19",41
2020-09-18,"Wales","NonC19",1050
2020-09-18,"Wales","All",1091
2020-09-19,"Betsi Cadwaladr University Health Board","C19",5
2020-09-19,"Betsi Cadwaladr University Health Board","NonC19",220
2020-09-19,"Betsi Cadwaladr University Health Board","All",225
2020-09-19,"Hywel Dda University Health Board","C19",6
2020-09-19,"Hywel Dda University Health Board","NonC19",104
2020-09-19,"Hywel Dda University Health Board","All",110
2020-09-19,"Abertawe Bro Morgannwg University Health Board","C19",0
2020-09-19,"Abertawe Bro Morgannwg University Health Board","NonC19",66
2020-09-19,"Abertawe Bro Morgannwg University Health Board","All",66
2020-09-19,"Cardiff and Vale University Health Board","C19",9
2020-09-19,"Cardiff and Vale University Health Board","NonC19",245
2020-09-19,"Cardiff and Vale University Health Board","All",254
2020-09-19,"Cwm Taf University Health Board","C19",10
2020-09-19,"Cwm Taf University Health Board","NonC19",105
2020-09-19,"Cwm Taf University Health Board","All",115
2020-09-19,"Aneurin Bevan University Health Board","C19",4
2020-09-19,"Aneurin Bevan University Health Board","NonC19",305
2020-09-19,"Aneurin Bevan University Health Board","All",309
2020-09-19,"Powys Teaching Health Board","C19",0
2020-09-19,"Powys Teaching Health Board","NonC19",4
2020-09-19,"Powys Teaching Health Board","All",4
2020-09-19,"Velindre University NHS Trust","C19",0
2020-09-19,"Velindre University NHS Trust","NonC19",0
2020-09-19,"Velindre University NHS Trust","All",0
2020-09-19,"Wales","C19",34
2020-09-19,"Wales","NonC19",1049
2020-09-19,"Wales","All",1083
2020-09-20,"Betsi Cadwaladr University Health Board","C19",3
2020-09-20,"Betsi Cadwaladr University Health Board","NonC19",111
2020-09-20,"Betsi Cadwaladr University Health Board","All",114
2020-09-20,"Hywel Dda University Health Board","C19",7
2020-09-20,"Hywel Dda University Health Board","NonC19",87
2020-09-20,"Hywel Dda University Health Board","All",94
2020-09-20,"Abertawe Bro Morgannwg University Health Board","C19",5
2020-09-20,"Abertawe Bro Morgannwg University Health Board","NonC19",52
2020-09-20,"Abertawe Bro Morgannwg University Health Board","All",57
2020-09-20,"Cardiff and Vale University Health Board","C19",3
2020-09-20,"Cardiff and Vale University Health Board","NonC19",127
2020-09-20,"Cardiff and Vale University Health Board","All",130
2020-09-20,"Cwm Taf University Health Board","C19",10
2020-09-20,"Cwm Taf University Health Board","NonC19",84
2020-09-20,"Cwm Taf University Health Board","All",94
2020-09-20,"Aneurin Bevan University Health Board","C19",0
2020-09-20,"Aneurin Bevan University Health Board","NonC19",145
2020-09-20,"Aneurin Bevan University Health Board","All",145
2020-09-20,"Powys Teaching Health Board","C19",0
2020-09-20,"Powys Teaching Health Board","NonC19",0
2020-09-20,"Powys Teaching Health Board","All",0
2020-09-20,"Velindre University NHS Trust","C19",0
2020-09-20,"Velindre University NHS Trust","NonC19",5
2020-09-20,"Velindre University NHS Trust","All",5
2020-09-20,"Wales","C19",28
2020-09-20,"Wales","NonC19",611
2020-09-20,"Wales","All",639
2020-09-21,"Betsi Cadwaladr University Health Board","C19",12
2020-09-21,"Betsi Cadwaladr University Health Board","NonC19",92
2020-09-21,"Betsi Cadwaladr University Health Board","All",104
2020-09-21,"Hywel Dda University Health Board","C19",3
2020-09-21,"Hywel Dda University Health Board","NonC19",91
2020-09-21,"Hywel Dda University Health Board","All",94
2020-09-21,"Abertawe Bro Morgannwg University Health Board","C19",4
2020-09-21,"Abertawe Bro Morgannwg University Health Board","NonC19",25
2020-09-21,"Abertawe Bro Morgannwg University Health Board","All",29
2020-09-21,"Cardiff and Vale University Health Board","C19",16
2020-09-21,"Cardiff and Vale University Health Board","NonC19",100
2020-09-21,"Cardiff and Vale University Health Board","All",116
2020-09-21,"Cwm Taf University Health Board","C19",14
2020-09-21,"Cwm Taf University Health Board","NonC19",66
2020-09-21,"Cwm Taf University Health Board","All",80
2020-09-21,"Aneurin Bevan University Health Board","C19",10
2020-09-21,"Aneurin Bevan University Health Board","NonC19",149
2020-09-21,"Aneurin Bevan University Health Board","All",159
2020-09-21,"Powys Teaching Health Board","C19",0
2020-09-21,"Powys Teaching Health Board","NonC19",0
2020-09-21,"Powys Teaching Health Board","All",0
2020-09-21,"Velindre University NHS Trust","C19",0
2020-09-21,"Velindre University NHS Trust","NonC19",2
2020-09-21,"Velindre University NHS Trust","All",2
2020-09-21,"Wales","C19",59
2020-09-21,"Wales","NonC19",525
2020-09-21,"Wales","All",584
2020-09-22,"Betsi Cadwaladr University Health Board","C19",12
2020-09-22,"Betsi Cadwaladr University Health Board","NonC19",91
2020-09-22,"Betsi Cadwaladr University Health Board","All",103
2020-09-22,"Hywel Dda University Health Board","C19",4
2020-09-22,"Hywel Dda University Health Board","NonC19",103
2020-09-22,"Hywel Dda University Health Board","All",107
2020-09-22,"Abertawe Bro Morgannwg University Health Board","C19",4
2020-09-22,"Abertawe Bro Morgannwg University Health Board","NonC19",59
2020-09-22,"Abertawe Bro Morgannwg University Health Board","All",63
2020-09-22,"Cardiff and Vale University Health Board","C19",11
2020-09-22,"Cardiff and Vale University Health Board","NonC19",277
2020-09-22,"Cardiff and Vale University Health Board","All",288
2020-09-22,"Cwm Taf University Health Board","C19",7
2020-09-22,"Cwm Taf University Health Board","NonC19",133
2020-09-22,"Cwm Taf University Health Board","All",140
2020-09-22,"Aneurin Bevan University Health Board","C19",5
2020-09-22,"Aneurin Bevan University Health Board","NonC19",344
2020-09-22,"Aneurin Bevan University Health Board","All",349
2020-09-22,"Powys Teaching Health Board","C19",0
2020-09-22,"Powys Teaching Health Board","NonC19",4
2020-09-22,"Powys Teaching Health Board","All",4
2020-09-22,"Velindre University NHS Trust","C19",0
2020-09-22,"Velindre University NHS Trust","NonC19",4
2020-09-22,"Velindre University NHS Trust","All",4
2020-09-22,"Wales","C19",43
2020-09-22,"Wales","NonC19",1015
2020-09-22,"Wales","All",1058
2020-09-23,"Betsi Cadwaladr University Health Board","C19",18
2020-09-23,"Betsi Cadwaladr University Health Board","NonC19",183
2020-09-23,"Betsi Cadwaladr University Health Board","All",201
2020-09-23,"Hywel Dda University Health Board","C19",8
2020-09-23,"Hywel Dda University Health Board","NonC19",107
2020-09-23,"Hywel Dda University Health Board","All",115
2020-09-23,"Abertawe Bro Morgannwg University Health Board","C19",2
2020-09-23,"Abertawe Bro Morgannwg University Health Board","NonC19",55
2020-09-23,"Abertawe Bro Morgannwg University Health Board","All",57
2020-09-23,"Cardiff and Vale University Health Board","C19",16
2020-09-23,"Cardiff and Vale University Health Board","NonC19",281
2020-09-23,"Cardiff and Vale University Health Board","All",297
2020-09-23,"Cwm Taf University Health Board","C19",21
2020-09-23,"Cwm Taf University Health Board","NonC19",113
2020-09-23,"Cwm Taf University Health Board","All",134
2020-09-23,"Aneurin Bevan University Health Board","C19",5
2020-09-23,"Aneurin Bevan University Health Board","NonC19",288
2020-09-23,"Aneurin Bevan University Health Board","All",293
2020-09-23,"Powys Teaching Health Board","C19",0
2020-09-23,"Powys Teaching Health Board","NonC19",9
2020-09-23,"Powys Teaching Health Board","All",9
2020-09-23,"Velindre University NHS Trust","C19",0
2020-09-23,"Velindre University NHS Trust","NonC19",9
2020-09-23,"Velindre University NHS Trust","All",9
2020-09-23,"Wales","C19",70
2020-09-23,"Wales","NonC19",1045
2020-09-23,"Wales","All",1115
2020-09-24,"Betsi Cadwaladr University Health Board","C19",9
2020-09-24,"Betsi Cadwaladr University Health Board","NonC19",222
2020-09-24,"Betsi Cadwaladr University Health Board","All",231
2020-09-24,"Hywel Dda University Health Board","C19",5
2020-09-24,"Hywel Dda University Health Board","NonC19",103
2020-09-24,"Hywel Dda University Health Board","All",108
2020-09-24,"Abertawe Bro Morgannwg University Health Board","C19",5
2020-09-24,"Abertawe Bro Morgannwg University Health Board","NonC19",48
2020-09-24,"Abertawe Bro Morgannwg University Health Board","All",53
2020-09-24,"Cardiff and Vale University Health Board","C19",13
2020-09-24,"Cardiff and Vale University Health Board","NonC19",263
2020-09-24,"Cardiff and Vale University Health Board","All",276
2020-09-24,"Cwm Taf University Health Board","C19",50
2020-09-24,"Cwm Taf University Health Board","NonC19",68
2020-09-24,"Cwm Taf University Health Board","All",118
2020-09-24,"Aneurin Bevan University Health Board","C19",12
2020-09-24,"Aneurin Bevan University Health Board","NonC19",298
2020-09-24,"Aneurin Bevan University Health Board","All",310
2020-09-24,"Powys Teaching Health Board","C19",0
2020-09-24,"Powys Teaching Health Board","NonC19",2
2020-09-24,"Powys Teaching Health Board","All",2
2020-09-24,"Velindre University NHS Trust","C19",0
2020-09-24,"Velindre University NHS Trust","NonC19",9
2020-09-24,"Velindre University NHS Trust","All",9
2020-09-24,"Wales","C19",94
2020-09-24,"Wales","NonC19",1013
2020-09-24,"Wales","All",1107
2020-09-25,"Betsi Cadwaladr University Health Board","C19",3
2020-09-25,"Betsi Cadwaladr University Health Board","NonC19",242
2020-09-25,"Betsi Cadwaladr University Health Board","All",245
2020-09-25,"Hywel Dda University Health Board","C19",9
2020-09-25,"Hywel Dda University Health Board","NonC19",94
2020-09-25,"Hywel Dda University Health Board","All",103
2020-09-25,"Abertawe Bro Morgannwg University Health Board","C19",3
2020-09-25,"Abertawe Bro Morgannwg University Health Board","NonC19",58
2020-09-25,"Abertawe Bro Morgannwg University Health Board","All",61
2020-09-25,"Cardiff and Vale University Health Board","C19",18
2020-09-25,"Cardiff and Vale University Health Board","NonC19",227
2020-09-25,"Cardiff and Vale University Health Board","All",245
2020-09-25,"Cwm Taf University Health Board","C19",20
2020-09-25,"Cwm Taf University Health Board","NonC19",108
2020-09-25,"Cwm Taf University Health Board","All",128
2020-09-25,"Aneurin Bevan University Health Board","C19",14
2020-09-25,"Aneurin Bevan University Health Board","NonC19",308
2020-09-25,"Aneurin Bevan University Health Board","All",322
2020-09-25,"Powys Teaching Health Board","C19",0
2020-09-25,"Powys Teaching Health Board","NonC19",6
2020-09-25,"Powys Teaching Health Board","All",6
2020-09-25,"Velindre University NHS Trust","C19",0
2020-09-25,"Velindre University NHS Trust","NonC19",8
2020-09-25,"Velindre University NHS Trust","All",8
2020-09-25,"Wales","C19",67
2020-09-25,"Wales","NonC19",1051
2020-09-25,"Wales","All",1118
2020-09-26,"Betsi Cadwaladr University Health Board","C19",3
2020-09-26,"Betsi Cadwaladr University Health Board","NonC19",226
2020-09-26,"Betsi Cadwaladr University Health Board","All",229
2020-09-26,"Hywel Dda University Health Board","C19",10
2020-09-26,"Hywel Dda University Health Board","NonC19",104
2020-09-26,"Hywel Dda University Health Board","All",114
2020-09-26,"Abertawe Bro Morgannwg University Health Board","C19",1
2020-09-26,"Abertawe Bro Morgannwg University Health Board","NonC19",51
2020-09-26,"Abertawe Bro Morgannwg University Health Board","All",52
2020-09-26,"Cardiff and Vale University Health Board","C19",16
2020-09-26,"Cardiff and Vale University Health Board","NonC19",203
2020-09-26,"Cardiff and Vale University Health Board","All",219
2020-09-26,"Cwm Taf University Health Board","C19",13
2020-09-26,"Cwm Taf University Health Board","NonC19",91
2020-09-26,"Cwm Taf University Health Board","All",104
2020-09-26,"Aneurin Bevan University Health Board","C19",18
2020-09-26,"Aneurin Bevan University Health Board","NonC19",260
2020-09-26,"Aneurin Bevan University Health Board","All",278
2020-09-26,"Powys Teaching Health Board","C19",0
2020-09-26,"Powys Teaching Health Board","NonC19",6
2020-09-26,"Powys Teaching Health Board","All",6
2020-09-26,"Velindre University NHS Trust","C19",0
2020-09-26,"Velindre University NHS Trust","NonC19",3
2020-09-26,"Velindre University NHS Trust","All",3
2020-09-26,"Wales","C19",61
2020-09-26,"Wales","NonC19",944
2020-09-26,"Wales","All",1005
2020-09-27,"Betsi Cadwaladr University Health Board","C19",3
2020-09-27,"Betsi Cadwaladr University Health Board","NonC19",102
2020-09-27,"Betsi Cadwaladr University Health Board","All",105
2020-09-27,"Hywel Dda University Health Board","C19",4
2020-09-27,"Hywel Dda University Health Board","NonC19",70
2020-09-27,"Hywel Dda University Health Board","All",74
2020-09-27,"Abertawe Bro Morgannwg University Health Board","C19",6
2020-09-27,"Abertawe Bro Morgannwg University Health Board","NonC19",33
2020-09-27,"Abertawe Bro Morgannwg University Health Board","All",39
2020-09-27,"Cardiff and Vale University Health Board","C19",15
2020-09-27,"Cardiff and Vale University Health Board","NonC19",98
2020-09-27,"Cardiff and Vale University Health Board","All",113
2020-09-27,"Cwm Taf University Health Board","C19",15
2020-09-27,"Cwm Taf University Health Board","NonC19",88
2020-09-27,"Cwm Taf University Health Board","All",103
2020-09-27,"Aneurin Bevan University Health Board","C19",13
2020-09-27,"Aneurin Bevan University Health Board","NonC19",128
2020-09-27,"Aneurin Bevan University Health Board","All",141
2020-09-27,"Powys Teaching Health Board","C19",0
2020-09-27,"Powys Teaching Health Board","NonC19",1
2020-09-27,"Powys Teaching Health Board","All",1
2020-09-27,"Velindre University NHS Trust","C19",0
2020-09-27,"Velindre University NHS Trust","NonC19",2
2020-09-27,"Velindre University NHS Trust","All",2
2020-09-27,"Wales","C19",56
2020-09-27,"Wales","NonC19",522
2020-09-27,"Wales","All",578
2020-09-28,"Betsi Cadwaladr University Health Board","C19",4
2020-09-28,"Betsi Cadwaladr University Health Board","NonC19",140
2020-09-28,"Betsi Cadwaladr University Health Board","All",144
2020-09-28,"Hywel Dda University Health Board","C19",8
2020-09-28,"Hywel Dda University Health Board","NonC19",78
2020-09-28,"Hywel Dda University Health Board","All",86
2020-09-28,"Abertawe Bro Morgannwg University Health Board","C19",6
2020-09-28,"Abertawe Bro Morgannwg University Health Board","NonC19",34
2020-09-28,"Abertawe Bro Morgannwg University Health Board","All",40
2020-09-28,"Cardiff and Vale University Health Board","C19",11
2020-09-28,"Cardiff and Vale University Health Board","NonC19",120
2020-09-28,"Cardiff and Vale University Health Board","All",131
2020-09-28,"Cwm Taf University Health Board","C19",21
2020-09-28,"Cwm Taf University Health Board","NonC19",70
2020-09-28,"Cwm Taf University Health Board","All",91
2020-09-28,"Aneurin Bevan University Health Board","C19",21
2020-09-28,"Aneurin Bevan University Health Board","NonC19",142
2020-09-28,"Aneurin Bevan University Health Board","All",163
2020-09-28,"Powys Teaching Health Board","C19",0
2020-09-28,"Powys Teaching Health Board","NonC19",0
2020-09-28,"Powys Teaching Health Board","All",0
2020-09-28,"Velindre University NHS Trust","C19",0
2020-09-28,"Velindre University NHS Trust","NonC19",0
2020-09-28,"Velindre University NHS Trust","All",0
2020-09-28,"Wales","C19",71
2020-09-28,"Wales","NonC19",584
2020-09-28,"Wales","All",655
2020-09-29,"Betsi Cadwaladr University Health Board","C19",4
2020-09-29,"Betsi Cadwaladr University Health Board","NonC19",218
2020-09-29,"Betsi Cadwaladr University Health Board","All",222
2020-09-29,"Hywel Dda University Health Board","C19",15
2020-09-29,"Hywel Dda University Health Board","NonC19",96
2020-09-29,"Hywel Dda University Health Board","All",111
2020-09-29,"Abertawe Bro Morgannwg University Health Board","C19",5
2020-09-29,"Abertawe Bro Morgannwg University Health Board","NonC19",66
2020-09-29,"Abertawe Bro Morgannwg University Health Board","All",71
2020-09-29,"Cardiff and Vale University Health Board","C19",12
2020-09-29,"Cardiff and Vale University Health Board","NonC19",217
2020-09-29,"Cardiff and Vale University Health Board","All",229
2020-09-29,"Cwm Taf University Health Board","C19",31
2020-09-29,"Cwm Taf University Health Board","NonC19",81
2020-09-29,"Cwm Taf University Health Board","All",112
2020-09-29,"Aneurin Bevan University Health Board","C19",23
2020-09-29,"Aneurin Bevan University Health Board","NonC19",309
2020-09-29,"Aneurin Bevan University Health Board","All",332
2020-09-29,"Powys Teaching Health Board","C19",0
2020-09-29,"Powys Teaching Health Board","NonC19",2
2020-09-29,"Powys Teaching Health Board","All",2
2020-09-29,"Velindre University NHS Trust","C19",0
2020-09-29,"Velindre University NHS Trust","NonC19",7
2020-09-29,"Velindre University NHS Trust","All",7
2020-09-29,"Wales","C19",90
2020-09-29,"Wales","NonC19",996
2020-09-29,"Wales","All",1086
2020-09-30,"Betsi Cadwaladr University Health Board","C19",5
2020-09-30,"Betsi Cadwaladr University Health Board","NonC19",223
2020-09-30,"Betsi Cadwaladr University Health Board","All",228
2020-09-30,"Hywel Dda University Health Board","C19",3
2020-09-30,"Hywel Dda University Health Board","NonC19",120
2020-09-30,"Hywel Dda University Health Board","All",123
2020-09-30,"Abertawe Bro Morgannwg University Health Board","C19",5
2020-09-30,"Abertawe Bro Morgannwg University Health Board","NonC19",64
2020-09-30,"Abertawe Bro Morgannwg University Health Board","All",69
2020-09-30,"Cardiff and Vale University Health Board","C19",13
2020-09-30,"Cardiff and Vale University Health Board","NonC19",245
2020-09-30,"Cardiff and Vale University Health Board","All",258
2020-09-30,"Cwm Taf University Health Board","C19",15
2020-09-30,"Cwm Taf University Health Board","NonC19",108
2020-09-30,"Cwm Taf University Health Board","All",123
2020-09-30,"Aneurin Bevan University Health Board","C19",20
2020-09-30,"Aneurin Bevan University Health Board","NonC19",322
2020-09-30,"Aneurin Bevan University Health Board","All",342
2020-09-30,"Powys Teaching Health Board","C19",0
2020-09-30,"Powys Teaching Health Board","NonC19",4
2020-09-30,"Powys Teaching Health Board","All",4
2020-09-30,"Velindre University NHS Trust","C19",0
2020-09-30,"Velindre University NHS Trust","NonC19",6
2020-09-30,"Velindre University NHS Trust","All",6
2020-09-30,"Wales","C19",61
2020-09-30,"Wales","NonC19",1092
2020-09-30,"Wales","All",1153
2020-10-01,"Betsi Cadwaladr University Health Board","C19",9
2020-10-01,"Betsi Cadwaladr University Health Board","NonC19",214
2020-10-01,"Betsi Cadwaladr University Health Board","All",223
2020-10-01,"Hywel Dda University Health Board","C19",10
2020-10-01,"Hywel Dda University Health Board","NonC19",110
2020-10-01,"Hywel Dda University Health Board","All",120
2020-10-01,"Abertawe Bro Morgannwg University Health Board","C19",5
2020-10-01,"Abertawe Bro Morgannwg University Health Board","NonC19",64
2020-10-01,"Abertawe Bro Morgannwg University Health Board","All",69
2020-10-01,"Cardiff and Vale University Health Board","C19",25
2020-10-01,"Cardiff and Vale University Health Board","NonC19",252
2020-10-01,"Cardiff and Vale University Health Board","All",277
2020-10-01,"Cwm Taf University Health Board","C19",13
2020-10-01,"Cwm Taf University Health Board","NonC19",116
2020-10-01,"Cwm Taf University Health Board","All",129
2020-10-01,"Aneurin Bevan University Health Board","C19",17
2020-10-01,"Aneurin Bevan University Health Board","NonC19",297
2020-10-01,"Aneurin Bevan University Health Board","All",314
2020-10-01,"Powys Teaching Health Board","C19",0
2020-10-01,"Powys Teaching Health Board","NonC19",7
2020-10-01,"Powys Teaching Health Board","All",7
2020-10-01,"Velindre University NHS Trust","C19",0
2020-10-01,"Velindre University NHS Trust","NonC19",3
2020-10-01,"Velindre University NHS Trust","All",3
2020-10-01,"Wales","C19",79
2020-10-01,"Wales","NonC19",1063
2020-10-01,"Wales","All",1142
2020-10-02,"Betsi Cadwaladr University Health Board","C19",9
2020-10-02,"Betsi Cadwaladr University Health Board","NonC19",223
2020-10-02,"Betsi Cadwaladr University Health Board","All",232
2020-10-02,"Hywel Dda University Health Board","C19",10
2020-10-02,"Hywel Dda University Health Board","NonC19",87
2020-10-02,"Hywel Dda University Health Board","All",97
2020-10-02,"Abertawe Bro Morgannwg University Health Board","C19",3
2020-10-02,"Abertawe Bro Morgannwg University Health Board","NonC19",67
2020-10-02,"Abertawe Bro Morgannwg University Health Board","All",70
2020-10-02,"Cardiff and Vale University Health Board","C19",7
2020-10-02,"Cardiff and Vale University Health Board","NonC19",266
2020-10-02,"Cardiff and Vale University Health Board","All",273
2020-10-02,"Cwm Taf University Health Board","C19",17
2020-10-02,"Cwm Taf University Health Board","NonC19",89
2020-10-02,"Cwm Taf University Health Board","All",106
2020-10-02,"Aneurin Bevan University Health Board","C19",48
2020-10-02,"Aneurin Bevan University Health Board","NonC19",270
2020-10-02,"Aneurin Bevan University Health Board","All",318
2020-10-02,"Powys Teaching Health Board","C19",0
2020-10-02,"Powys Teaching Health Board","NonC19",2
2020-10-02,"Powys Teaching Health Board","All",2
2020-10-02,"Velindre University NHS Trust","C19",0
2020-10-02,"Velindre University NHS Trust","NonC19",7
2020-10-02,"Velindre University NHS Trust","All",7
2020-10-02,"Wales","C19",94
2020-10-02,"Wales","NonC19",1011
2020-10-02,"Wales","All",1105
2020-10-03,"Betsi Cadwaladr University Health Board","C19",14
2020-10-03,"Betsi Cadwaladr University Health Board","NonC19",206
2020-10-03,"Betsi Cadwaladr University Health Board","All",220
2020-10-03,"Hywel Dda University Health Board","C19",11
2020-10-03,"Hywel Dda University Health Board","NonC19",106
2020-10-03,"Hywel Dda University Health Board","All",117
2020-10-03,"Abertawe Bro Morgannwg University Health Board","C19",2
2020-10-03,"Abertawe Bro Morgannwg University Health Board","NonC19",87
2020-10-03,"Abertawe Bro Morgannwg University Health Board","All",89
2020-10-03,"Cardiff and Vale University Health Board","C19",9
2020-10-03,"Cardiff and Vale University Health Board","NonC19",198
2020-10-03,"Cardiff and Vale University Health Board","All",207
2020-10-03,"Cwm Taf University Health Board","C19",22
2020-10-03,"Cwm Taf University Health Board","NonC19",67
2020-10-03,"Cwm Taf University Health Board","All",89
2020-10-03,"Aneurin Bevan University Health Board","C19",21
2020-10-03,"Aneurin Bevan University Health Board","NonC19",276
2020-10-03,"Aneurin Bevan University Health Board","All",297
2020-10-03,"Powys Teaching Health Board","C19",0
2020-10-03,"Powys Teaching Health Board","NonC19",6
